PLAYER,TEAM,AGE,GP,W,L,MIN,PTS,FG%,3P%,FT%,OREB,DREB,REB,AST,TOV,STL,BLK,PF,DD2,TD3,+/-,SEASON,NUM_YRS,TARGET_4UP
Jericho Sims,NYK,23,41,19,22,555.0,90,72.2,0.0,41.4,61,108,169,21,20,11,22,66,1,0,76,2021-22,1,0
Miles McBride,NYK,21,40,19,21,372.2,89,29.6,25.0,66.7,4,38,42,41,5,14,1,45,0,0,101,2021-22,1,0
Georgios Kalaitzakis,OKC,23,13,8,5,213.5,86,46.3,38.5,46.7,6,15,21,12,20,11,2,19,0,0,-134,2021-22,1,0
Justin Champagnie,TOR,21,36,21,15,280.8,81,46.3,35.7,100.0,37,35,72,11,8,8,4,32,0,0,52,2021-22,1,0
Lindell Wigginton,MIL,24,19,11,8,199.1,80,42.6,34.6,54.3,3,22,25,23,12,5,1,17,0,0,-47,2021-22,1,0
Braxton Key,DET,25,11,5,6,197.2,79,45.8,28.6,53.8,13,37,50,11,11,10,11,26,0,0,27,2021-22,1,0
Daishen Nix,HOU,20,24,3,21,261.4,77,40.3,26.9,53.3,7,26,33,40,26,15,0,21,0,0,-46,2021-22,1,0
Malcolm Hill,CHI,26,19,8,11,212.1,72,46.2,36.1,78.6,11,24,35,8,3,7,3,24,0,0,-31,2021-22,1,0
Charles Bassey,PHI,21,23,11,12,167.9,69,63.8,0.0,75.0,22,40,62,7,8,5,17,32,1,0,-34,2021-22,1,0
JT Thor,CHA,19,33,18,15,261.9,67,43.6,25.9,60.0,11,32,43,19,10,8,11,26,0,0,-7,2021-22,1,0
Sam Hauser,BOS,24,26,20,6,157.6,65,46.0,43.2,0.0,5,24,29,10,2,1,2,7,0,0,1,2021-22,1,0
Joe Wieskamp,SAS,22,29,11,18,205.1,61,35.7,32.6,53.8,4,10,14,9,2,4,3,14,0,0,0,2021-22,1,0
Xavier Moon,LAC,27,10,7,3,137.4,58,49.0,35.7,60.0,2,12,14,24,6,7,3,9,0,0,2,2021-22,1,0
Jalen Johnson,ATL,20,22,14,8,120.4,52,53.7,23.1,71.4,2,24,26,3,9,3,2,9,0,0,-19,2021-22,1,0
Javonte Smart,MIA,23,17,11,6,199.9,51,31.7,29.6,83.3,5,19,24,16,11,6,3,12,0,0,-42,2021-22,1,0
Hassani Gravett,ORL,25,8,2,6,171.1,50,47.4,42.3,75.0,1,20,21,20,9,5,1,13,0,0,-2,2021-22,1,0
Jamorko Pickett,DET,24,13,4,9,176.5,50,36.0,33.3,50.0,6,26,32,7,5,0,7,12,0,0,0,2021-22,1,0
Leandro Bolmaro,MIN,21,35,19,16,240.9,50,31.5,27.8,84.6,16,27,43,21,13,6,0,26,0,0,3,2021-22,1,0
Usman Garuba,HOU,20,24,2,22,239.2,48,43.2,25.0,71.4,21,62,83,17,6,10,11,28,0,0,33,2021-22,1,0
Neemias Queta,SAC,22,15,4,11,119.6,45,44.7,0.0,64.7,14,17,31,6,6,1,8,18,0,0,-7,2021-22,1,0
Zavier Simpson,OKC,25,4,1,3,174.1,44,36.5,12.5,100.0,2,19,21,30,10,5,4,15,0,0,-95,2021-22,1,0
Trevelin Queen,HOU,25,10,1,9,74.4,43,45.5,37.5,100.0,7,9,16,4,7,5,1,6,0,0,8,2021-22,1,0
Kevin Pangos,CLE,29,24,16,8,166.0,39,32.6,23.1,75.0,2,9,11,30,7,3,0,11,0,0,-35,2021-22,1,0
Chaundee Brown Jr.,ATL,23,5,1,4,103.7,31,31.3,33.3,83.3,1,15,16,4,1,2,0,7,0,0,-20,2021-22,1,0
Kai Jones,CHA,21,21,14,7,62.7,22,64.3,50.0,37.5,3,8,11,4,6,1,2,8,0,0,-14,2021-22,1,0
Isaiah Todd,WAS,20,12,1,11,74.1,20,26.9,25.0,33.3,3,9,12,4,4,4,2,4,0,0,-24,2021-22,1,0
Jeff Dowtin,ORL,25,9,4,5,108.0,19,30.8,11.1,100.0,8,10,18,10,5,5,1,5,0,0,-26,2021-22,1,0
Marko Simonovic,CHI,22,9,4,5,35.2,17,26.7,20.0,72.7,5,5,10,0,2,1,1,6,0,0,3,2021-22,1,0
RJ Nembhard Jr.,CLE,23,14,6,8,62.7,15,33.3,0.0,75.0,3,4,7,12,3,1,0,2,0,0,-7,2021-22,1,0
Aleem Ford,ORL,24,5,2,3,73.5,14,30.0,13.3,0.0,2,13,15,2,4,1,0,7,0,0,-35,2021-22,1,0
Cameron McGriff,POR,24,3,0,3,46.0,14,35.7,33.3,100.0,6,9,15,3,0,0,1,7,0,0,8,2021-22,1,0
Petr Cornelie,DEN,26,13,3,10,38.0,14,33.3,12.5,75.0,7,7,14,3,4,1,1,7,0,0,8,2021-22,1,0
Gabriel Lundberg,PHX,27,4,1,3,44.2,13,26.3,37.5,0.0,2,5,7,11,3,3,0,7,0,0,19,2021-22,1,0
Marcus Garrett,MIA,23,12,11,1,128.2,13,23.8,25.0,40.0,9,14,23,7,2,5,3,16,0,0,17,2021-22,1,0
Myles Powell,PHI,24,11,8,3,52.1,13,29.4,16.7,100.0,1,5,6,3,3,1,0,8,0,0,-18,2021-22,1,0
Yves Pons,MEM,23,12,9,3,71.0,13,31.3,33.3,0.0,5,7,12,1,1,1,4,6,0,0,-30,2021-22,1,0
Micah Potter,DET,24,3,2,1,30.9,12,45.5,0.0,100.0,4,5,9,0,1,1,1,4,0,0,-40,2021-22,1,0
Gabe York,IND,28,2,0,2,21.3,8,28.6,16.7,60.0,0,2,2,4,1,2,1,4,0,0,-4,2021-22,1,0
Mac McClung,LAL,23,2,2,0,24.4,8,50.0,33.3,100.0,0,3,3,1,3,1,1,5,0,0,7,2021-22,1,0
Eugene Omoruyi,DAL,25,4,1,3,17.8,7,40.0,50.0,50.0,2,5,7,2,0,0,0,2,0,0,3,2021-22,1,0
Sharife Cooper,ATL,21,13,8,5,38.6,7,21.4,16.7,0.0,0,5,5,5,5,0,0,1,0,0,-35,2021-22,1,0
Craig Sword,WAS,28,3,1,2,19.0,6,75.0,0.0,0.0,0,0,0,1,1,4,0,7,0,0,1,2021-22,1,0
Paris Bass,PHX,26,2,2,0,7.4,6,33.3,0.0,100.0,2,2,4,0,2,1,0,2,0,0,2,2021-22,1,0
Trevon Scott,CLE,25,2,1,1,11.4,6,50.0,0.0,0.0,1,1,2,0,0,1,1,2,0,0,4,2021-22,1,0
Jordan Schakel,WAS,24,4,1,3,30.3,5,9.1,16.7,100.0,2,6,8,0,1,1,0,0,0,0,2,2021-22,1,0
McKinley Wright IV,MIN,23,5,3,2,18.9,5,66.7,50.0,0.0,0,0,0,3,1,0,0,1,0,0,-7,2021-22,1,0
Moses Wright,DAL,23,4,4,0,14.7,5,25.0,0.0,100.0,1,2,3,2,0,0,1,0,0,0,-7,2021-22,1,0
Xavier Sneed,UTA,24,9,7,2,38.7,5,20.0,12.5,0.0,2,4,6,1,0,0,0,2,0,0,-6,2021-22,1,0
Carlik Jones,DEN,24,5,3,2,23.3,4,11.1,0.0,100.0,1,2,3,5,3,1,0,0,0,0,-20,2021-22,1,0
Matt Ryan,BOS,25,1,1,0,5.3,3,20.0,20.0,0.0,0,0,0,0,0,1,0,0,0,0,3,2021-22,1,0
Rob Edwards,OKC,25,2,0,2,10.8,3,25.0,25.0,0.0,0,3,3,0,1,0,0,0,0,0,-14,2021-22,1,0
Aaron Henry,PHI,22,6,6,0,17.0,2,20.0,0.0,0.0,0,1,1,0,2,0,2,2,0,0,-20,2021-22,1,0
Ahmad Caver,IND,25,1,0,1,0.8,2,100.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2021-22,1,0
Jaden Springer,PHI,19,2,2,0,5.6,2,100.0,0.0,0.0,1,1,2,0,1,0,2,0,0,0,-8,2021-22,1,0
Jarron Cumberland,POR,24,3,0,3,12.3,2,50.0,0.0,0.0,1,2,3,1,0,0,0,2,0,0,9,2021-22,1,0
Joel Ayayi,WAS,22,7,1,6,20.2,2,16.7,0.0,0.0,1,2,3,4,0,0,0,0,0,0,3,2021-22,1,0
Shaq Buchanan,MEM,25,2,2,0,9.8,2,25.0,0.0,0.0,1,1,2,2,2,1,0,1,0,0,-2,2021-22,1,0
Scottie Lewis,CHA,22,2,1,1,6.5,1,0.0,0.0,50.0,0,0,0,1,0,1,0,0,0,0,-4,2021-22,1,0
Ade Murkey,SAC,24,1,0,1,1.5,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,2021-22,1,0
Arnoldas Kulboka,CHA,24,2,2,0,5.3,0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,-12,2021-22,1,0
Cat Barber,ATL,27,3,0,3,12.8,0,0.0,0.0,0.0,1,2,3,3,1,0,0,1,0,0,11,2021-22,1,0
David Johnson,TOR,21,2,2,0,2.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-2,2021-22,1,0
DeJon Jarreau,IND,24,1,0,1,0.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,2,2021-22,1,0
Feron Hunt,NYK,22,2,2,0,8.4,0,0.0,0.0,0.0,1,0,1,1,1,1,0,1,0,0,-1,2021-22,1,0
JaQuori McLaughlin,DAL,24,4,2,2,10.9,0,0.0,0.0,0.0,0,0,0,2,0,0,0,1,0,0,-9,2021-22,1,0
Jaime Echenique,WAS,25,1,1,0,3.1,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-1,2021-22,1,0
Javin DeLaurier,MIL,24,1,1,0,2.8,0,0.0,0.0,0.0,0,1,1,0,0,1,0,1,0,0,4,2021-22,1,0
Jay Huff,LAL,24,4,0,4,20.3,0,0.0,0.0,0.0,1,3,4,1,1,1,1,1,0,0,15,2021-22,1,0
Jaysean Paige,DET,27,1,1,0,6.6,0,0.0,0.0,0.0,0,1,1,1,1,0,0,2,0,0,-10,2021-22,1,0
Jon Teske,MEM,25,3,3,0,7.7,0,0.0,0.0,0.0,0,2,2,1,0,1,0,1,0,0,-3,2021-22,1,0
Jordan Goodwin,WAS,23,2,1,1,5.9,0,0.0,0.0,0.0,0,1,1,0,0,0,0,1,0,0,-8,2021-22,1,0
M.J. Walker,PHX,24,2,1,1,8.4,0,0.0,0.0,0.0,0,1,1,1,0,2,0,1,0,0,-3,2021-22,1,0
Trayvon Palmer,DET,27,1,0,1,16.8,0,0.0,0.0,0.0,0,2,2,0,1,0,0,2,0,0,-12,2021-22,1,0
Tyler Hall,NYK,25,1,1,0,1.9,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,-5,2021-22,1,0
Anthony Edwards,MIN,19,72,23,49,2314.2,1392,41.7,32.9,77.6,59,277,336,211,160,82,36,129,3,0,-228,2020-21,2,0
Saddiq Bey,DET,22,70,19,51,1909.0,857,40.4,38.0,84.4,43,275,318,95,60,52,14,110,3,0,-213,2020-21,2,0
LaMelo Ball,CHA,19,51,23,28,1468.6,803,43.6,35.2,75.8,63,239,302,313,145,81,18,136,7,1,-84,2020-21,2,0
Jae'Sean Tate,HOU,25,70,17,53,2042.7,794,50.6,30.8,69.4,132,242,374,178,98,85,36,222,3,0,-189,2020-21,2,0
Tyrese Haliburton,SAC,21,58,25,33,1745.7,753,47.2,40.9,85.7,39,134,173,309,92,77,28,83,5,0,-180,2020-21,2,0
Immanuel Quickley,NYK,22,64,37,27,1243.5,731,39.5,38.9,89.1,25,112,137,127,58,30,12,114,0,0,182,2020-21,2,0
Theo Maledon,OKC,20,65,20,45,1777.7,658,36.8,33.5,74.8,25,186,211,227,141,56,11,126,1,0,-621,2020-21,2,0
Patrick Williams,CHI,19,71,30,41,1983.4,655,48.3,39.1,72.8,66,261,327,99,98,64,46,126,3,0,-292,2020-21,2,0
Isaac Okoro,CLE,20,67,20,47,2173.2,646,42.0,29.0,72.6,68,138,206,128,86,62,24,185,1,0,-408,2020-21,2,0
Desmond Bane,MEM,23,68,36,32,1519.0,625,46.9,43.2,81.6,31,179,210,118,59,41,16,125,0,0,12,2020-21,2,0
Cole Anthony,ORL,21,47,13,34,1272.8,605,39.7,33.7,83.2,38,183,221,192,106,30,18,98,0,0,-322,2020-21,2,0
Isaiah Stewart,DET,20,68,20,48,1454.8,537,55.3,33.3,69.6,159,294,453,59,67,39,86,184,8,0,-60,2020-21,2,0
Payton Pritchard,BOS,23,66,33,33,1267.6,510,44.0,41.1,88.9,33,125,158,120,53,37,9,104,0,0,40,2020-21,2,0
Tyrese Maxey,PHI,20,61,41,20,935.6,488,46.2,30.1,87.1,11,93,104,120,41,26,13,79,0,0,-52,2020-21,2,0
James Wiseman,GSW,20,39,18,21,835.9,448,51.9,31.6,62.8,55,171,226,26,60,11,36,121,3,0,-183,2020-21,1,0
Jaden McDaniels,MIN,20,63,18,45,1510.8,427,44.7,36.4,60.0,52,180,232,71,47,35,60,172,0,0,-103,2020-21,2,0
Kenyon Martin Jr.,HOU,20,45,10,35,1067.6,419,50.9,36.5,71.4,73,169,242,48,38,30,41,89,4,0,-283,2020-21,2,0
Facundo Campazzo,DEN,30,65,43,22,1424.9,396,38.1,35.2,87.9,22,112,134,232,73,79,14,132,1,0,78,2020-21,2,0
Xavier Tillman Sr.,MEM,22,59,31,28,1084.7,390,55.9,33.8,64.2,74,182,256,75,45,44,33,116,2,0,33,2020-21,2,0
Aleksej Pokusevski,OKC,19,45,13,32,1089.9,367,34.1,28.0,73.8,30,182,212,97,99,20,42,58,1,0,-393,2020-21,2,0
R.J. Hampton,ORL,20,51,20,31,888.3,354,43.5,31.0,67.1,29,150,179,87,53,21,10,61,3,0,-284,2020-21,2,0
Malachi Flynn,TOR,23,47,21,26,927.5,353,37.4,32.1,80.4,10,106,116,137,43,38,7,68,1,0,-98,2020-21,2,0
Chuma Okeke,ORL,22,45,15,30,1132.6,349,41.7,34.8,75.0,42,139,181,101,38,48,22,48,0,0,-182,2020-21,2,0
Kira Lewis Jr.,NOP,20,54,23,31,904.4,343,38.6,33.3,84.3,12,59,71,124,34,38,10,88,0,0,23,2020-21,2,0
Deni Avdija,WAS,20,54,25,29,1256.9,342,41.7,31.5,64.4,22,240,262,63,33,32,15,140,2,0,-81,2020-21,2,0
Devin Vassell,SAS,20,62,30,32,1056.0,341,40.6,34.7,84.3,24,150,174,56,22,43,18,88,0,0,-65,2020-21,2,0
Precious Achiuwa,MIA,21,61,31,30,737.1,304,54.4,0.0,50.9,73,135,208,29,43,20,28,91,3,0,-116,2020-21,2,0
Saben Lee,DET,22,48,14,34,780.6,267,47.1,34.8,68.5,20,77,97,174,55,32,13,76,0,0,-89,2020-21,2,0
Obi Toppin,NYK,23,62,36,26,683.1,253,49.8,30.6,73.1,26,112,138,29,23,17,15,55,0,0,25,2020-21,2,0
Naji Marshall,NOP,23,32,14,18,699.7,246,39.2,34.9,70.7,15,133,148,88,38,26,10,58,3,0,-28,2020-21,2,0
Onyeka Okongwu,ATL,20,50,31,19,601.2,228,64.4,0.0,63.2,62,101,163,18,29,23,33,100,2,0,-89,2020-21,2,0
Armoni Brooks,HOU,23,20,3,17,520.4,223,40.6,38.2,58.3,10,58,68,30,22,12,5,34,0,0,-135,2020-21,2,0
Aaron Nesmith,BOS,21,46,22,24,668.7,218,43.8,37.0,78.6,28,99,127,23,23,15,9,87,0,0,-7,2020-21,2,0
Killian Hayes,DET,19,26,6,20,670.2,176,35.3,27.8,82.4,6,63,69,138,83,27,10,57,0,0,-130,2020-21,2,0
Jordan Nwora,MIL,22,30,19,11,273.6,171,45.9,45.2,76.0,9,51,60,7,24,17,8,22,2,0,-3,2020-21,2,0
Mason Jones,PHI,22,32,10,22,334.5,168,42.3,36.4,62.5,7,48,55,42,29,7,1,24,0,0,-90,2020-21,2,0
Lamar Stevens,CLE,23,40,13,27,498.8,165,45.6,16.0,72.5,24,72,96,25,23,17,13,53,1,0,-115,2020-21,2,0
Dylan Windler,CLE,24,31,11,20,512.7,161,43.8,33.8,77.8,20,87,107,33,32,19,12,37,1,0,-62,2020-21,2,0
Isaiah Joe,PHI,21,41,22,19,382.8,153,36.1,36.8,75.0,6,30,36,20,11,12,4,34,0,0,2,2020-21,2,0
Zeke Nnaji,DEN,20,42,30,12,397.3,136,48.1,40.7,80.0,14,51,65,10,7,8,4,29,0,0,-82,2020-21,2,0
Anthony Lamb,HOU,23,24,3,21,415.2,133,39.0,32.4,85.7,27,43,70,23,19,6,5,34,0,0,-89,2020-21,2,0
Brodric Thomas,CLE,24,32,6,26,399.3,125,36.1,27.1,67.4,8,45,53,30,22,15,10,40,0,0,-48,2020-21,2,0
Nathan Knight,ATL,23,33,21,12,278.8,124,37.0,18.2,80.0,27,45,72,8,15,9,10,22,1,0,-17,2020-21,2,0
Skylar Mays,ATL,23,33,19,14,269.2,124,44.9,35.0,88.0,10,25,35,30,9,14,2,15,0,0,13,2020-21,2,0
Nico Mannion,GSW,20,30,17,13,363.9,123,34.2,36.7,82.1,6,40,46,70,31,16,1,29,0,0,-76,2020-21,1,0
Freddie Gillespie,TOR,24,20,7,13,391.9,111,52.4,0.0,69.7,42,55,97,9,12,13,20,43,0,0,-78,2020-21,2,0
Markus Howard,DEN,22,37,24,13,204.9,105,37.7,27.7,77.8,1,20,21,18,18,4,1,23,0,0,-70,2020-21,2,0
Josh Green,DAL,20,39,20,19,444.6,101,45.2,16.0,56.5,28,50,78,28,17,16,3,35,0,0,17,2020-21,2,0
Jalen Harris,TOR,22,13,3,10,172.1,96,50.0,47.2,77.8,3,15,18,17,14,8,0,15,0,0,-1,2020-21,1,0
Tre Jones,SAS,21,37,15,22,268.6,94,47.4,60.0,89.5,8,13,21,39,13,8,0,13,0,0,-83,2020-21,2,0
Sam Merrill,MIL,25,30,18,12,232.6,89,44.4,44.7,100.0,6,24,30,21,10,8,1,17,0,0,-38,2020-21,2,0
Paul Reed,PHI,22,26,17,9,177.3,88,53.8,0.0,50.0,30,31,61,12,12,10,13,29,1,0,36,2020-21,2,0
Trent Forrest,UTA,23,30,22,8,302.0,88,45.1,19.2,100.0,11,33,44,45,21,9,4,22,0,0,-49,2020-21,2,0
Josh Hall,OKC,20,21,2,19,336.0,86,30.3,10.8,50.0,6,53,59,28,25,4,1,37,1,0,-100,2020-21,1,0
Gabriel Deck,OKC,26,10,1,9,211.6,84,47.8,13.3,81.8,16,24,40,24,6,8,0,9,0,0,-51,2020-21,2,0
Anthony Gill,WAS,28,26,11,15,218.0,80,50.0,29.2,81.3,16,35,51,11,8,10,4,27,0,0,-17,2020-21,2,0
Reggie Perry,BKN,21,26,18,8,210.7,78,41.0,19.0,76.9,27,46,73,14,15,6,6,40,1,0,-36,2020-21,2,0
CJ Elleby,POR,21,30,19,11,192.4,68,37.9,20.6,73.3,11,21,32,10,5,6,3,27,0,0,-15,2020-21,2,0
Killian Tillie,MEM,23,18,11,7,181.8,57,33.3,30.3,81.8,6,18,24,8,2,5,8,20,0,0,40,2020-21,2,0
Daniel Oturu,LAC,21,30,21,9,160.9,54,42.3,20.0,75.0,21,27,48,10,9,4,7,24,1,0,10,2020-21,2,0
Jalen Smith,PHX,21,27,19,8,155.7,53,44.0,23.5,71.4,7,30,37,4,7,1,4,16,1,0,-16,2020-21,2,0
Dakota Mathias,PHI,25,8,4,4,123.5,48,39.6,30.8,33.3,1,6,7,13,1,1,3,7,0,0,-31,2020-21,2,0
Vernon Carey Jr.,CHA,20,19,9,10,114.7,46,50.0,14.3,81.8,6,21,27,2,5,1,5,13,0,0,-12,2020-21,2,0
Mamadi Diakite,MIL,24,14,7,7,141.1,44,40.0,12.5,78.6,8,26,34,8,3,6,5,16,0,0,8,2020-21,2,0
Cameron Oliver,HOU,24,4,1,3,87.4,43,57.6,30.8,25.0,5,16,21,5,3,2,4,11,1,0,-11,2020-21,2,0
Robert Franks,ORL,24,7,0,7,100.7,43,46.4,33.3,92.3,6,8,14,5,2,3,3,8,0,0,-25,2020-21,1,0
Cassius Winston,WAS,23,22,10,12,98.2,41,42.4,47.1,83.3,0,9,9,12,5,2,1,8,0,0,-49,2020-21,2,0
Deividas Sirvydis,DET,21,20,8,12,133.1,41,35.0,35.7,50.0,0,29,29,5,5,2,0,9,0,0,-23,2020-21,2,0
Nate Hinton,DAL,22,21,11,10,93.3,41,35.7,21.1,70.0,1,8,9,8,5,7,2,8,0,0,-54,2020-21,2,0
Jahmi'us Ramsey,SAC,20,13,5,8,94.5,40,39.5,26.3,100.0,2,8,10,6,3,4,1,8,0,0,2,2020-21,2,0
Sean McDermott,MEM,24,18,10,8,157.7,39,39.4,22.7,100.0,6,13,19,4,4,2,3,8,0,0,-57,2020-21,1,0
Cassius Stanley,IND,21,24,10,14,93.3,36,30.2,23.1,77.8,8,12,20,1,1,1,2,14,0,0,18,2020-21,2,0
Jay Scrubb,LAC,20,4,2,2,84.2,35,38.9,22.2,100.0,2,12,14,1,7,4,0,5,0,0,2,2020-21,2,0
Devin Cannady,ORL,25,8,0,8,74.3,34,39.3,37.5,85.7,0,5,5,1,2,5,1,9,0,0,-23,2020-21,2,0
Elijah Hughes,UTA,23,18,14,4,63.7,31,33.3,34.8,75.0,1,8,9,6,6,1,1,1,0,0,-37,2020-21,2,0
Devon Dotson,CHI,21,11,4,7,50.2,23,52.4,14.3,0.0,2,3,5,7,0,4,0,3,0,0,32,2020-21,2,0
Jontay Porter,MEM,21,11,7,4,54.0,22,53.3,37.5,60.0,4,10,14,1,7,3,1,12,0,0,1,2020-21,1,0
Robert Woodard II,SAC,21,13,3,10,45.4,20,40.0,16.7,37.5,4,12,16,2,1,0,3,4,0,0,11,2020-21,2,0
Grant Riller,CHA,24,7,2,5,27.2,18,66.7,50.0,0.0,0,1,1,3,1,1,0,0,0,0,-4,2020-21,1,0
Tyler Bey,DAL,23,18,11,7,71.0,18,31.8,25.0,60.0,8,11,19,3,3,0,1,6,0,0,-37,2020-21,1,0
Elijah Bryant,MIL,26,1,0,1,31.6,16,46.2,20.0,100.0,2,4,6,3,4,0,1,4,0,0,11,2020-21,1,0
Udoka Azubuike,UTA,21,15,13,2,57.2,16,44.4,0.0,80.0,4,9,13,0,3,1,4,9,0,0,-65,2020-21,2,0
Nick Richards,CHA,23,18,9,9,62.6,15,44.4,0.0,63.6,4,7,11,2,3,0,0,7,0,0,-12,2020-21,2,0
Amida Brimah,IND,27,5,2,3,29.3,13,62.5,0.0,100.0,2,6,8,1,4,0,5,4,0,0,22,2020-21,1,0
Keljin Blevins,POR,25,17,11,6,74.9,12,25.0,25.0,0.0,3,7,10,4,5,2,0,8,0,0,-37,2020-21,2,0
Karim Mane,ORL,21,10,2,8,88.3,11,23.1,50.0,80.0,1,13,14,4,3,0,2,10,0,0,-22,2020-21,1,0
Tyrell Terry,DAL,20,11,2,9,56.3,11,31.3,0.0,33.3,0,6,6,6,2,5,0,2,0,0,0,2020-21,2,0
Nate Darling,CHA,22,7,3,4,26.1,9,28.6,28.6,100.0,1,0,1,1,1,0,1,1,0,0,-30,2020-21,1,0
Ty-Shon Alexander,PHX,22,15,11,4,47.5,9,25.0,22.2,50.0,2,8,10,6,3,0,1,2,0,0,-8,2020-21,1,0
Didi Louzada,NOP,21,3,0,3,56.3,8,23.1,25.0,0.0,1,2,3,3,3,2,0,5,0,0,-11,2020-21,2,0
Malik Fitts,LAC,23,3,3,0,10.8,3,33.3,50.0,0.0,0,3,3,0,0,0,0,3,0,0,-6,2020-21,2,0
Ashton Hagans,MIN,21,2,0,2,4.1,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0,-3,2020-21,1,0
Greg Whittington,DEN,28,4,3,1,12.0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,9,2020-21,1,0
Will Magnay,NOP,23,1,1,0,3.3,0,0.0,0.0,0.0,0,0,0,0,1,0,0,1,0,0,-10,2020-21,1,0
Ja Morant,MEM,20,67,33,34,2074.3,1193,47.7,33.5,77.6,51,208,259,488,220,58,18,110,15,2,-17,2019-20,3,0
Kendrick Nunn,MIA,24,67,42,25,1962.5,1024,43.9,35.0,85.0,21,159,180,220,114,56,15,152,0,0,61,2019-20,2,0
Coby White,CHI,20,65,22,43,1674.0,859,39.4,35.4,79.1,28,202,230,175,109,49,6,117,0,0,-163,2019-20,3,0
Eric Paschall,GSW,23,60,14,46,1653.8,837,49.7,28.7,77.4,82,193,275,127,94,32,13,125,4,0,-375,2019-20,3,0
RJ Barrett,NYK,20,56,17,39,1704.4,803,40.2,32.0,61.4,50,229,279,143,124,55,17,122,2,0,-326,2019-20,3,0
De'Andre Hunter,ATL,22,63,19,44,2017.9,778,41.0,35.5,76.4,44,242,286,112,103,44,18,182,3,0,-261,2019-20,3,0
Tyler Herro,MIA,20,55,34,21,1508.1,743,42.8,38.9,87.0,16,208,224,121,87,34,9,76,1,0,-20,2019-20,3,0
Darius Garland,CLE,20,59,17,42,1824.0,728,40.1,35.5,87.5,27,84,111,229,151,42,4,92,1,0,-295,2019-20,3,0
P.J. Washington,CHA,21,58,22,36,1759.0,710,45.5,37.4,64.7,58,258,316,123,93,51,44,158,4,0,-221,2019-20,3,0
Brandon Clarke,MEM,23,58,29,29,1300.0,700,61.8,35.9,75.9,92,253,345,81,55,32,48,100,3,0,-20,2019-20,3,0
Rui Hachimura,WAS,22,48,15,33,1444.0,649,46.6,28.7,82.9,78,216,294,87,53,37,8,105,3,0,-253,2019-20,3,0
Cam Reddish,ATL,20,58,17,41,1550.7,610,38.4,33.2,80.2,35,181,216,87,96,62,28,132,0,0,-244,2019-20,3,0
Jarrett Culver,MIN,21,63,19,44,1505.6,580,40.4,29.9,46.2,70,142,212,110,81,57,38,125,0,0,-103,2019-20,3,0
Terence Davis,TOR,23,72,53,19,1209.2,543,45.6,38.8,86.4,50,187,237,115,76,39,14,124,1,0,200,2019-20,3,0
Zion Williamson,NOP,19,24,11,13,668.1,540,58.3,42.9,64.0,64,86,150,50,59,16,9,42,2,0,62,2019-20,2,0
Michael Porter Jr.,DEN,22,55,36,19,903.3,512,50.9,42.2,83.3,66,193,259,46,49,27,25,100,9,0,21,2019-20,3,0
Cameron Johnson,PHX,24,57,28,29,1255.4,504,43.5,39.0,80.7,49,138,187,69,32,36,20,88,2,0,11,2019-20,3,0
Jordan Poole,GSW,21,57,12,45,1273.9,503,33.3,27.9,79.8,9,109,118,134,74,35,10,94,0,0,-198,2019-20,3,0
Kevin Porter Jr.,CLE,20,50,15,35,1161.7,498,44.2,33.5,72.3,22,140,162,109,93,46,14,135,0,0,-289,2019-20,3,0
Jaxson Hayes,NOP,20,64,28,36,1079.7,472,67.2,25.0,64.7,97,162,259,56,53,26,55,161,3,0,-58,2019-20,3,0
Nicolo Melli,NOP,29,60,26,34,1042.1,395,42.1,33.5,74.0,38,142,180,82,46,34,23,124,0,0,-88,2019-20,2,0
Darius Bazley,OKC,20,61,36,25,1129.5,342,39.4,34.8,69.4,30,216,246,41,45,23,41,55,1,0,-79,2019-20,3,0
Ky Bowman,GSW,23,45,9,36,1015.2,335,41.7,30.8,82.9,24,97,121,131,70,44,10,102,0,0,-174,2019-20,1,0
Matisse Thybulle,PHI,23,65,40,25,1287.4,305,42.3,35.7,61.0,44,63,107,79,51,93,47,141,0,0,36,2019-20,3,0
Naz Reid,MIN,20,30,8,22,495.5,269,41.2,33.0,69.8,34,90,124,35,22,19,22,83,2,0,6,2019-20,3,0
Nickeil Alexander-Walker,NOP,21,47,19,28,590.8,267,36.8,34.6,67.6,9,75,84,89,54,17,8,57,0,0,-56,2019-20,3,0
Luguentz Dort,OKC,21,36,26,10,820.3,244,39.4,29.7,79.2,24,57,81,27,22,31,4,97,0,0,55,2019-20,3,0
Sekou Doumbouya,DET,19,38,10,28,753.7,243,39.0,28.6,67.4,20,98,118,19,35,20,8,80,2,0,-176,2019-20,3,0
